ticker,name,volume,trading_value,change_pct,score_trading,news_count,score_news,sector,theme_rank,score_theme,score_valuation,score_total,grade
001500,현대차증권,4189380,58665492810,-1.23,1.3403013363875709,0.0,50.0,증권,11,0.0,50.0,22.902090400916272,E
006805,미래에셋증권우,1858751,51094433175,-3.24,1.1288928998845573,0.0,50.0,증권,11,0.0,50.0,22.838667869965366,E
234340,헥토파이낸셜,1680116,43898198875,-4.53,0.971433940549479,0.0,50.0,IT 서비스,11,0.0,50.0,22.791430182164845,E
003470,유안타증권,5571648,33054583880,-1.87,0.8230017841173923,0.0,50.0,증권,11,0.0,50.0,22.74690053523522,E
00680K,미래에셋증권2우B,1620294,36637872225,-0.88,0.8151433078996125,0.0,50.0,증권,11,0.0,50.0,22.744542992369883,E
067290,JW신약,10761848,26627045168,9.73,0.7965836798756633,0.0,50.0,제약,11,0.0,50.0,22.7389751039627,E
389140,포바이포,2691729,32931268720,1.56,0.7588804951512056,0.0,50.0,오락·문화,11,0.0,50.0,22.72766414854536,E
0001A0,덕양에너젠,1458607,33847098000,-2.16,0.7521060589593946,0.0,50.0,전기·가스·수도,11,0.0,50.0,22.72563181768782,E
004310,현대약품,2281261,31102817490,-5.85,0.7110778999254035,0.0,50.0,제약,11,0.0,50.0,22.713323369977623,E
380550,뉴로핏,1096900,31595031625,-8.82,0.6963000481918227,0.0,50.0,IT 서비스,11,0.0,50.0,22.708890014457545,E
079430,현대리바트,3207201,26023059840,6.36,0.6223907954045571,0.0,50.0,기타제조,11,0.0,50.0,22.68671723862137,E
003000,부광약품,4257050,23463239335,0.0,0.5901517777174338,0.0,50.0,제약,11,0.0,50.0,22.67704553331523,E
033340,좋은사람들,7791782,17013693771,-4.3,0.5279183344151627,0.0,50.0,섬유·의류,11,0.0,50.0,22.65837550032455,E
261520,이지스,1038302,13317830850,4.95,0.30481707049499673,0.0,50.0,IT 서비스,11,0.0,50.0,22.5914451211485,E
117580,대성에너지,1487571,12757257920,3.48,0.3024406485850241,0.0,50.0,전기·가스,11,0.0,50.0,22.59073219457551,E
242040,나무기술,2898687,10851949364,-2.52,0.2918892689722488,0.0,50.0,IT 서비스,11,0.0,50.0,22.587566780691674,E
003535,한화투자증권우,1005726,11507552205,-9.27,0.2654707495225674,0.0,50.0,증권,11,0.0,50.0,22.579641224856772,E
066360,체리부로,2379396,2543574324,29.89,0.10341201582065569,0.0,50.0,음식료·담배,11,0.0,50.0,22.531023604746196,E
341310,이앤에치,79289,196368,50.0,0.0,0.0,50.0,,11,0.0,50.0,22.5,E
042660,한화오션,4322685,635988521300,6.61,13.669424692212385,0.0,50.0,운송장비·부품,8,30.0,0.0,21.600827407663715,E
105560,KB금융,1321785,222953662300,1.38,4.786750980514268,0.0,50.0,기타금융,7,40.0,0.0,21.43602529415428,E
377300,카카오페이,1329367,89918920700,4.17,1.9465219185677218,0.0,50.0,기타금융,7,40.0,0.0,20.58395657557032,E
175330,JB금융지주,1004175,37747436425,2.46,0.8256787309044498,0.0,50.0,기타금융,7,40.0,0.0,20.247703619271334,E
139130,iM금융지주,1017316,21862993250,5.61,0.486814593506372,0.0,50.0,기타금융,7,40.0,0.0,20.14604437805191,E
437730,삼현,2875081,141826765100,-6.38,3.0877952531908632,0.0,50.0,운송장비·부품,8,30.0,0.0,18.42633857595726,E
010140,삼성중공업,4746560,138548342700,2.08,3.0577559623782986,0.0,50.0,운송장비·부품,8,30.0,0.0,18.41732678871349,E
125490,한라캐스트,2523024,46522461580,-4.24,1.0454606207302886,0.0,50.0,운송장비·부품,8,30.0,0.0,17.813638186219087,E
460930,현대힘스,2255070,45432159100,13.15,1.0164608319678046,0.0,50.0,운송장비·부품,8,30.0,0.0,17.804938249590343,E
474170,루미르,1281547,24706767050,-2.17,0.5531728137688556,0.0,50.0,운송장비·부품,8,30.0,0.0,17.665951844130657,E
086520,에코프로,2255550,387211992850,-0.58,8.313725411869118,0.0,50.0,금융,9,20.0,0.0,17.494117623560733,E
060250,NHN KCP,3970928,92280058250,4.59,2.0533332633531955,0.0,50.0,금융,9,20.0,0.0,15.61599997900596,F
241520,DSC인베스트먼트,5983813,87340682680,4.62,1.9908505072647422,0.0,50.0,금융,9,20.0,0.0,15.597255152179423,F
003380,하림지주,3072981,51430194445,0.12,1.1619863693990147,0.0,50.0,금융,9,20.0,0.0,15.348595910819704,F
100790,미래에셋벤처투자,1683274,39621225650,-2.31,0.8801847983146581,0.0,50.0,금융,9,20.0,0.0,15.264055439494397,F
289080,SV인베스트먼트,6725247,25996023195,12.77,0.696926448540447,0.0,50.0,금융,9,20.0,0.0,15.209077934562135,F
027360,아주IB투자,3936476,19742062131,-2.56,0.5038573753918034,0.0,50.0,금융,9,20.0,0.0,15.151157212617541,F
204620,글로벌텍스프리,2276176,11966313405,2.52,0.30239069819508996,0.0,50.0,금융,9,20.0,0.0,15.090717209458527,F
0015N0,아로마티카,11863524,176932601505,12.9,4.029241001624871,0.0,50.0,화학,10,10.0,0.0,13.70877230048746,F
006800,미래에셋증권,7071621,508275372750,0.57,11.001345562694722,0.0,50.0,증권,11,0.0,0.0,13.300403668808416,F
003530,한화투자증권,42971711,412696370645,-2.72,9.72715628393653,0.0,50.0,증권,11,0.0,0.0,12.91814688518096,F
048410,현대바이오,3431856,46820580390,-0.51,1.0712299206026576,0.0,50.0,화학,10,10.0,0.0,12.821368976180798,F
281740,레이크머티리얼즈,1155275,26892090200,-5.94,0.5971350913507372,0.0,50.0,화학,10,10.0,0.0,12.679140527405222,F
482630,삼양엔씨켐,1068174,23928317950,11.3,0.5319966722863847,0.0,50.0,화학,10,10.0,0.0,12.659599001685915,F
347700,스피어,4518182,217507792325,3.51,4.738723054962302,0.0,50.0,IT 서비스,11,0.0,0.0,11.421616916488691,F
006220,제주은행,11566332,203887024645,6.52,4.598392765990246,0.0,50.0,은행,11,0.0,0.0,11.379517829797074,F
475150,SK이터닉스,6026936,192293632550,5.81,4.2325949634519535,0.0,50.0,건설,11,0.0,0.0,11.269778489035586,F
005940,NH투자증권,4574149,181654854350,6.67,3.974431029194264,0.0,50.0,증권,11,0.0,0.0,11.192329308758278,F
015760,한국전력,2851514,180490343900,1.45,3.9127883207592813,0.0,50.0,전기·가스,11,0.0,0.0,11.173836496227784,F
003280,흥아해운,54775381,106664090225,4.14,3.44515603162841,0.0,50.0,운송·창고,11,0.0,0.0,11.033546809488524,F
097230,HJ중공업,5338008,142705931750,5.29,3.159151444971696,0.0,50.0,건설,11,0.0,0.0,10.947745433491509,F
035720,카카오,1950669,113603376000,0.52,2.4654679628466334,0.0,50.0,IT 서비스,11,0.0,0.0,10.73964038885399,F
064260,다날,6302610,56503281545,1.95,1.3392555498522332,0.0,50.0,IT 서비스,11,0.0,0.0,10.401776664955669,F
323410,카카오뱅크,2106790,60668238225,2.14,1.3385965949540324,0.0,50.0,은행,11,0.0,0.0,10.40157897848621,F
003490,대한항공,2171391,54435954650,-0.98,1.206911972452506,0.0,50.0,운송·창고,11,0.0,0.0,10.362073591735752,F
0013V0,삼진식품,3204597,37739502855,1.23,0.8724899939246636,0.0,50.0,음식료·담배,11,0.0,0.0,10.261746998177399,F
049630,재영솔루텍,7567672,32082293410,-6.15,0.844859258428188,0.0,50.0,의료·정밀기기,11,0.0,0.0,10.253457777528457,F
028670,팬오션,4657986,25111745610,-3.25,0.6339088986522843,0.0,50.0,운송·창고,11,0.0,0.0,10.190172669595686,F
357880,SKAI,8391123,19042778024,9.33,0.5840371737046155,0.0,50.0,IT 서비스,11,0.0,0.0,10.175211152111384,F
255220,SG,6646682,20089869127,-4.31,0.5691482333576938,0.0,50.0,비금속,11,0.0,0.0,10.170744470007309,F
056090,시지메드텍,7306204,17274042986,6.47,0.5231095318919228,0.0,50.0,의료·정밀기기,11,0.0,0.0,10.156932859567577,F
250060,모비스,2912956,17252249365,2.63,0.42884510078346666,0.0,50.0,IT 서비스,11,0.0,0.0,10.12865353023504,F
005690,파미셀,1028560,17469511035,-0.75,0.3932505395790283,0.0,50.0,제약,11,0.0,0.0,10.117975161873709,F
298830,슈어소프트테크,1516843,12419100165,-1.09,0.2958457073654245,0.0,50.0,IT 서비스,11,0.0,0.0,10.088753712209627,F
156100,엘앤케이바이오,1044736,12337473240,-5.14,0.284023075121755,0.0,50.0,의료·정밀기기,11,0.0,0.0,10.085206922536527,F
041960,코미팜,1231273,10655823045,-7.42,0.2521012934336586,0.0,50.0,제약,11,0.0,0.0,10.075630388030097,F
