ticker,name,volume,trading_value,change_pct,score_trading,news_count,score_news,sector,theme_rank,score_theme,score_valuation,score_total,grade
005930,삼성전자,23979779,1354475009700,0.36,87.80530522049699,0.0,50.0,전기·전자,2,90.0,100,83.84159156614909,A
034020,두산에너빌리티,55550815,1511765183400,12.42,100.0,0.0,50.0,기계·장비,1,100.0,0,65.0,C
042670,HD현대인프라코어,16698901,157680042530,-1.94,10.058596690226091,0.0,50.0,기계·장비,1,100.0,100,63.01757900706782,C
475830,오름테라퓨틱,19374053,481179723750,9.0,31.119578679018247,0.0,50.0,제약,4,70.0,100,61.83587360370547,C
092870,엑시콘,6686134,98943533440,4.7,5.619482699793283,0.0,50.0,기계·장비,1,100.0,100,61.68584480993798,C
241790,티이엠씨씨엔에스,5276605,33943279870,5.0,1.3314288950933937,0.0,50.0,기계·장비,1,100.0,100,60.39942866852802,C
042660,한화오션,10139029,777501775400,0.52,49.656676280519484,0.0,50.0,운송장비·부품,3,80.0,50,57.397002884155846,C
272210,한화시스템,11547567,394837527150,-1.86,25.039143506972984,0.0,50.0,전기·전자,2,90.0,50,52.511743052091894,C
090710,휴림로봇,64045032,151471775655,14.35,12.71485256024788,0.0,50.0,기계·장비,1,100.0,50,51.31445576807437,C
102120,어보브반도체,10620129,160372032180,5.45,9.839913472489302,0.0,50.0,전기·전자,2,90.0,50,47.951974041746794,D
340930,유일에너테크,5372446,13227384305,23.2,0.0,0.0,50.0,기계·장비,1,100.0,50,47.5,D
464500,아이언디바이스,18719194,88177778155,21.65,5.701312071831083,0.0,50.0,전기·전자,2,90.0,50,46.71039362154933,D
010140,삼성중공업,15311815,197236428290,-5.22,12.523173514974436,0.0,50.0,운송장비·부품,3,80.0,50,46.25695205449233,D
200470,에이팩트,6760305,19741674315,5.62,0.5102386849696319,0.0,50.0,전기·전자,2,90.0,50,45.153071605490894,D
065500,오리엔트정공,18966300,109058889340,10.95,7.065552829450911,0.0,50.0,운송장비·부품,3,80.0,50,44.619665848835275,D
474170,루미르,8209071,102297110770,2.65,5.934357331469556,0.0,50.0,운송장비·부품,3,80.0,50,44.28030719944087,D
452450,피아이이,45057922,404801992350,15.48,27.846295720891963,0.0,50.0,기계·장비,1,100.0,0,43.35388871626759,D
035720,카카오,6091721,238791374650,-3.61,14.611022342676256,0.0,50.0,IT 서비스,5,60.0,50,41.88330670280288,D
082740,한화엔진,13682385,353320516950,-2.99,22.496250689598828,0.0,50.0,기계·장비,1,100.0,0,41.748875206879646,D
099430,바이오플러스,5163580,38370576580,1.42,1.609999739698624,0.0,50.0,제약,4,70.0,50,40.48299992190959,D
253590,네오셈,21885722,266405269370,23.9,17.41385326897787,0.0,50.0,기계·장비,1,100.0,0,40.22415598069336,D
002630,오리엔트바이오,11751117,17821831805,-0.26,0.7085299892941324,0.0,50.0,제약,4,70.0,50,40.21255899678824,D
004380,삼익THK,14233995,181276212720,24.42,11.423034191772452,0.0,50.0,기계·장비,1,100.0,0,38.42691025753174,D
083650,비에이치아이,7759974,182865744750,3.14,11.107644640696213,0.0,50.0,기계·장비,1,100.0,0,38.33229339220887,D
377030,비트맥스,13088988,23138197846,23.28,1.1381914842848542,0.0,50.0,IT 서비스,5,60.0,50,37.84145744528546,D
080220,제주반도체,13527879,262097530440,-0.39,16.59604157494879,0.0,50.0,전기·전자,2,90.0,0,37.478812472484634,D
232140,와이씨,6595635,84110143540,1.89,4.6558530039557855,0.0,50.0,기계·장비,1,100.0,0,36.39675590118674,D
009730,이렘,12865857,16840519182,19.36,0.7171453430786883,0.0,50.0,금속,6,50.0,50,35.215143602923604,D
212710,아이에스티이,6629001,118225295480,-16.4,6.860809512029466,0.0,50.0,전기·전자,2,90.0,0,34.55824285360884,D
080580,오킨스전자,6301281,39098386430,17.13,1.730455048969055,0.0,50.0,전기·전자,2,90.0,0,33.019136514690715,E
032820,우리기술,13935621,29254081281,4.88,1.5877584597213061,0.0,50.0,전기·전자,2,90.0,0,32.97632753791639,E
294090,이오플로우,7806750,22468965475,21.77,0.753907359562336,0.0,50.0,의료·정밀기기,7,40.0,50,32.7261722078687,E
489790,한화비전,10373258,514671764200,-11.21,32.70096886235477,0.0,50.0,기타금융,11,0.0,50,32.31029065870643,E
119830,아이텍,7510055,44752424980,3.54,2.173584183369557,0.0,50.0,일반서비스,8,30.0,50,30.652075255010867,E
475150,SK이터닉스,7421253,108295406110,10.66,6.270795824677071,0.0,50.0,건설,9,20.0,50,29.38123874740312,E
288330,파라택시스코리아,5063181,24385076775,-21.11,0.7004787380339759,0.0,50.0,제약,4,70.0,0,27.710143621410193,E
295310,에이치브이엠,8168733,260616086700,24.29,16.1543473587378,0.0,50.0,금속,6,50.0,0,27.34630420762134,E
241520,DSC인베스트먼트,18108993,83001327085,0.11,5.327670200634124,0.0,50.0,금융,10,10.0,50,26.598301060190238,E
452260,한화갤러리아,26777533,37914942678,-3.29,2.976184166121046,0.0,50.0,유통,11,0.0,50,23.392855249836316,E
240550,동방메디컬,16520626,168188131450,2.27,10.725588753252472,0.0,50.0,의료·정밀기기,7,40.0,0,23.21767662597574,E
389140,포바이포,5723393,40272632270,16.28,1.7689616425131485,0.0,50.0,오락·문화,11,0.0,50,23.030688492753946,E
255220,SG,9526307,32053028065,-4.6,1.483777675561169,0.0,50.0,비금속,11,0.0,50,22.945133302668353,E
180400,DXVX,11757605,15863383988,-29.36,0.5824927038823704,0.0,50.0,일반서비스,8,30.0,0,17.67474781116471,E
